BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
SB0166,,,Senator Bailey,[{'Name': 'Senator Bailey'}],Authorizing the suspension or revocation of a shellfish aquaculture harvester permit or shellfish aquaculture harvester registration card for certain violations; and prohibiting a person whose registration or permit card has been suspended or revoked in accordance with the Act from engaging or working in any aquaculture activity during the suspension or revocation.,Shellfish Aquaculture - Penalties - Suspension or Revocation of Permit or Registration Card,In the Senate - Hearing 2/03 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-03T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}]","[{'Code': 'aquaculture', 'Name': 'Aquaculture'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'fishf', 'Name': 'Fish and Fishing -see also- Aquaculture; FishNets&Dev'}, {'Code': 'fishinnd', 'Name': 'Fishing Nets and Devices'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'judicir', 'Name': 'Judicial Review -see also- Appeals'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'permits', 'Name': 'Permits -see also- Building Permits'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0167,,,Senator Simonaire,[{'Name': 'Senator Simonaire'}],"Authorizing the Department of Natural Resources to establish a certain process to include a notation of veteran status on a license, permit, registration, or public profile.","Department of Natural Resources - Licenses, Permits, Registrations, and Public Profiles - Notation of Veteran Status",In the Senate - Hearing 1/27 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-01-27T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'labeling', 'Name': 'Labeling'}, {'Code': 'licenses', 'Name': 'Licenses -see also- AB Lic; Certifications; DrLic; Permits'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'permits', 'Name': 'Permits -see also- Building Permits'}, {'Code': 'personii', 'Name': 'Personal Identifying Information'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'veterans', 'Name': 'Veterans'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0168,,,Senator Watson,[{'Name': 'Senator Watson'}],Establishing the Blockchain-Based Real Property Title Pilot Program in the State Department of Assessments and Taxation to explore the use of blockchain technology for securely recording and verifying real property ownership and to assess its potential for use by law enforcement and courts in resolving real property disputes involving squatting.,State Department of Assessments and Taxation - Blockchain-Based Real Property Title Pilot Program - Establishment,In the Senate - Hearing 1/21 at 10:00 a.m.,Budget and Taxation,,,,2026-01-14,2026-01-21T10:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'assesstd', 'Name': 'Assessments and Taxation, Department of'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'cybersecurity', 'Name': 'Cybersecurity'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'escrowa', 'Name': 'Escrow Accounts'}, {'Code': 'informt', 'Name': 'Information Technology'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'pilotp', 'Name': 'Pilot Programs'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'reale', 'Name': 'Real Estate -see also- Agents and Brokers'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'statepd', 'Name': 'State Police, Department of'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'technology', 'Name': 'Technology -see also- AeroT; BioT; EnergyT; InfoT; MedT; etc'}, {'Code': 'titles', 'Name': 'Titles -see also- Deeds'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0172,,,Senator Muse,[{'Name': 'Senator Muse'}],"Repealing a requirement that the assets of any Methodist Church be held in trust for the United Methodist Church and be subject to the control of the Church; repealing a provision of law providing that the absence of a trust clause in any deed or conveyance executed before June 1, 1953, does not exclude certain local churches from certain provisions of law; providing that a local church that disaffiliates from the United Methodist Conference shall retain ownership of its real property, subject to certain reimbursement requirements; etc.",Corporations and Associations - Methodist Churches - Trust Requirement Repeal and Disaffiliation,In the Senate - Hearing 1/28 at 11:00 a.m.,Judicial Proceedings,,,,2026-01-14,2026-01-28T11:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c1', 'Name': 'Corporations and Associations'}]","[{'Code': 'associations', 'Name': 'Associations -see also- Cooperative Associations'}, {'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'placesw', 'Name': 'Places of Worship -see also- Religion'}, {'Code': 'realp', 'Name': 'Real Property'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0174,,,Senator Carozza,"[{'Name': 'Senator Carozza'}, {'Name': 'Senator Bailey'}, {'Name': 'Senator Gallion'}]",Requiring an appeals process established by the State Board of Education not to exceed 90 days for appeals of actions taken by a county board of education for removal of the county superintendent or a member of the county board of education; and authorizing an extension of the appeals process if due process demands the extension or the State Board determines that an extension is necessary for the immediate preservation of the public health or safety.,State Board of Education - Enforcement Procedures - Alteration,In the Senate - Hearing 2/04 at 2:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-04T14:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'appeals', 'Name': 'Appeals -see also- Judicial Review'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'educatsb', 'Name': 'Education, State Board of'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'schoola', 'Name': 'School Administration'}, {'Code': 'termine', 'Name': 'Termination of Employment'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0175,,,Senator McKay,[{'Name': 'Senator McKay'}],Authorizing the City of Cumberland to use speed monitoring systems on portions of Interstate 68 for which the speed limit is 45 miles per hour to enforce speed limits for Class F (tractor) vehicles operated in combination with Class G (trailer) freight trailers or semitrailers.,City of Cumberland - Speed Monitoring Systems - Tractor Trailers on Interstate 68,In the Senate - Hearing 1/28 at 11:00 a.m.,Judicial Proceedings,,,,2026-01-14,2026-01-28T11:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'r5', 'Name': 'Vehicle Laws - Rules of the Road'}]","[{'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'districou', 'Name': 'District Courts'}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'traffim', 'Name': 'Traffic Monitoring'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'trucks', 'Name': 'Trucks'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0177,,,Senator West,[{'Name': 'Senator West'}],"Prohibiting a person, acting alone or with others, from preventing another from entering or exiting a religious facility; and establishing that a violation of the Act is a misdemeanor with a penalty of imprisonment not exceeding 90 days or a fine not exceeding $1,000 or both on conviction.",Criminal Law - Interference With Access to or Egress From a Religious Facility - Prohibition,In the Senate - Hearing 1/20 at 1:00 p.m.,Judicial Proceedings,,,,2026-01-14,2026-01-20T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e1', 'Name': 'Criminal Law - Substantive Crimes'}]","[{'Code': 'cemeteries', 'Name': 'Cemeteries'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'placesw', 'Name': 'Places of Worship -see also- Religion'}, {'Code': 'privats', 'Name': 'Private Schools -see also- Primary Schools; Secondary Sch'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0179,,,Senator Benson,[{'Name': 'Senator Benson'}],"Requiring the Department of Transportation to conduct a study on the implications of requiring the speed limit to deviate by only 5 miles per hour at locations where a highway in the State connects to Interstate 495; and requiring the Department to report its findings and recommendations to the Governor and the General Assembly by December 31, 2026.",Transportation - Study on Speed Limits - Interstate 495 and Connected Highways,In the Senate - First Reading Finance,Finance,,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'r1', 'Name': 'Transportation - Highways'}]","[{'Code': 'accidents', 'Name': 'Accidents'}, {'Code': 'citations', 'Name': 'Citations'}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'traffir', 'Name': 'Traffic Regulation'}, {'Code': 'transpd', 'Name': 'Transportation, Department of'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0181,,,Senator Lewis Young,[{'Name': 'Senator Lewis Young'}],"Requiring the Department of Natural Resources to require, through a certain phasing-out process, the use of nonlead ammunition for the hunting of all game species on or before July 1, 2029; and requiring the Department to authorize the use of lead ammunition for muzzleloaders, handguns, rifles, and shotguns if nonlead ammunition is not commercially available for the specific weapon.",Hunting - Lead and Lead-Based Ammunition - Phase-Out,In the Senate - Hearing 2/03 at 1:00 p.m.,"Education, Energy, and the Environment",,,,2026-01-14,2026-02-03T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}]","[{'Code': 'animals', 'Name': 'Animals -see also- Birds; Dogs; Domestic An; Horses; Livestk'}, {'Code': 'birds', 'Name': 'Birds'}, {'Code': 'enviroh', 'Name': 'Environmental Health'}, {'Code': 'guns', 'Name': 'Guns'}, {'Code': 'hazardts', 'Name': 'Hazardous and Toxic Substances -see also- Asbestos; Radiatn '}, {'Code': 'hunting', 'Name': 'Hunting -see also- Trapping'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0183,,,Senator Hester,[{'Name': 'Senator Hester'}],"Establishing the Maryland Cyber Reserve within the Military Department; providing the purpose of the Maryland Cyber Reserve is to provide educational and technical support to prevent and resolve attacks against State, county, and local government agencies, and critical infrastructure within the State; etc.",Public Safety - Maryland Cyber Reserve - Established,"In the Senate - First Reading Education, Energy, and the Environment","Education, Energy, and the Environment",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'armedfus', 'Name': 'Armed Forces and Uniformed Services'}, {'Code': 'civico', 'Name': 'Civic Organizations'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'cybersecurity', 'Name': 'Cybersecurity'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'emergencies', 'Name': 'Emergencies -see also- Pandemics'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Charging; Med. Equip.; MV Equip; etc.'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'exoffenders', 'Name': 'Ex-Offenders'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'gifts', 'Name': 'Gifts'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- ACA; HMOs; MCOs'}, {'Code': 'immigrc', 'Name': 'Immigrants and Citizenship -see also- Residency'}, {'Code': 'militad', 'Name': 'Military Department'}, {'Code': 'oaths', 'Name': 'Oaths'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'volunteers', 'Name': 'Volunteers'}, {'Code': 'weapons', 'Name': 'Weapons -see also- Guns'}, {'Code': 'workerc', 'Name': ""Workers' Compensation""}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0184,,,"Chair, Education, Energy, and the Environment Committee","[{'Name': 'Chair, Education, Energy, and the Environment Committee'}, {'Name': 'Office of the Attorney General'}]","Altering the date, from November 30 to October 1 each year, by which the Office of the Attorney General must report on certain activities of the Office's Environmental and Natural Resources Crimes Unit and certain activities taken by the Department of the Environment and the Department of Natural Resources in response to findings of the Unit.",Office of the Attorney General - Environmental and Natural Resources Crimes Unit - Reporting Requirement,"In the Senate - First Reading Education, Energy, and the Environment","Education, Energy, and the Environment",,,,2026-01-14,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}, {'Code': 'm3', 'Name': 'Environment'}, {'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'reports', 'Name': 'Reports'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
SB0187,,,"Senator Washington, M.","[{'Name': 'Senator Washington, M.'}]","Altering the required specifications for a certain prerelease facility for female incarcerated individuals; requiring the Department of General Services to direct the procurement processes for the construction of a certain prerelease facility for female incarcerated individuals; requiring the Commissioner of Correction to make gender-responsive services available to certain female incarcerated individuals; requiring the implementation of comprehensive prerelease services for certain individuals by September 1, 2026; etc.",Correctional Services - Comprehensive Rehabilitative Prerelease Services - Female Incarcerated Individuals,In the Senate - Hearing 1/28 at 11:00 a.m. (Judicial Proceedings),Judicial Proceedings,Budget and Taxation,,,2026-01-14,2026-01-28T11:00:00,,,,,,,,,,,,,,,,,,False,True,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'accessibility', 'Name': 'Accessibility - see also- Blind; Deaf; Disabilities; etc'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'correci', 'Name': 'Correctional Institutions -see also- Patuxent Institution'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'gender', 'Name': 'Gender -see also- Women'}, {'Code': 'generasd', 'Name': 'General Services, Department of'}, {'Code': 'healthcf', 'Name': 'Health Care Facilities -see also- Clinics; Hospices; etc'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'incarci', 'Name': 'Incarcerated Individuals'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'medicatr', 'Name': 'Medical Treatments'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.'}, {'Code': 'parentg', 'Name': 'Parents and Guardians'}, {'Code': 'prerelr', 'Name': 'Prerelease and Reentry'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publicb', 'Name': 'Public Benefits -see also- Housing; MedAsst;  SupplNutrAsstP'}, {'Code': 'publicscsd', 'Name': 'Public Safety and Correctional Services, Department of'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'socialser', 'Name': 'Social Services -see also- Public Benefits'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'women', 'Name': 'Women -see also- Gender'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,F,,2026 Regular Session,2026-01-20T10:05:07.143
